Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
19803,Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,CUMHUR ILAH DERG,2528987X,0.1,0.2
19804,Daimon-Revista Internacional de Filosofia,DAIMON,11300507,0.1,0.2
19804,Daimon-Revista Internacional de Filosofia,DAIMON,19894651,0.1,0.2
19805,Deutsche Zeitschrift fur Akupunktur,DTSCH Z AKUPUNKT,04156412,0.1,0.2
19805,Deutsche Zeitschrift fur Akupunktur,DTSCH Z AKUPUNKT,14394359,0.1,0.2
19806,Dinbilimleri Akademik Arastirma Dergisi-Journal of Academic Research in Religious Sciences,DINBILIMLERI AKAD AR,13039199,0.1,0.2
19807,Drevnyaya Rus-Voprosy Medievistiki,DREVNYAYA RUS,20719574,0.1,0.2
19808,Emakeele Seltsi Aastaraamat-The Yearbook of the Estonian Mother Tongue Society,EMAKEELE SELTSI AAST,02063735,0.1,0.2
19808,Emakeele Seltsi Aastaraamat-The Yearbook of the Estonian Mother Tongue Society,EMAKEELE SELTSI AAST,22281215,0.1,0.2
19809,Emerita,EMERITA,00136662,0.1,0.2
19809,Emerita,EMERITA,19888384,0.1,0.2
19810,Essays in French Literature and Culture,ESSAYS FR LIT CULT,18357040,0.1,0.2
19811,Estudios del Desarrollo Social-Cuba y America Latina,ESTUD DESARRO SOC,23080132,0.1,0.2
19812,ETUDES PHILOSOPHIQUES,ETUD PHILOS,00142166,0.1,0.2
19812,ETUDES PHILOSOPHIQUES,ETUD PHILOS,21010056,0.1,0.2
19813,EXPLICATOR,EXPLICATOR,00144940,0.1,0.2
19813,EXPLICATOR,EXPLICATOR,1939926X,0.1,0.2
19814,EXPOSITORY TIMES,EXPOSITORY TIMES,00145246,0.1,0.2
19814,EXPOSITORY TIMES,EXPOSITORY TIMES,17455308,0.1,0.2
19815,FONTES ARTIS MUSICAE,FONTES ARTIS MUSICAE,00156191,0.1,0.2
19815,FONTES ARTIS MUSICAE,FONTES ARTIS MUSICAE,2471156X,0.1,0.2
19816,Fotocinema-Revista Cientifica de Cine y Fotografia,FOTOCINEMA,21720150,0.1,0.2
19817,French Studies Bulletin,FR STUD BULL,02622750,0.1,0.2
19817,French Studies Bulletin,FR STUD BULL,17489180,0.1,0.2
19818,Geoambiente On-line,GEOAMBIENTE ON-LINE,16799860,0.1,0.2
19819,Gragoata-UFF,GRAGOATA-UFF,14139073,0.1,0.2
19819,Gragoata-UFF,GRAGOATA-UFF,23584114,0.1,0.2
19820,Gynakologie,GYNAKOLOGIE,27317102,0.1,0.2
19820,Gynakologie,GYNAKOLOGIE,27317110,0.1,0.2
19821,Homo Oeconomicus-Journal of Behavioral and Institutional Economics,HOMO OECON,09430180,0.1,0.2
19821,Homo Oeconomicus-Journal of Behavioral and Institutional Economics,HOMO OECON,23666161,0.1,0.2
19822,Hrvatski Dijalektoloski Zbornik,HRVAT DIJALEKTOL ZB,0439691X,0.1,0.2
19822,Hrvatski Dijalektoloski Zbornik,HRVAT DIJALEKTOL ZB,24594849,0.1,0.2
19823,Hybris-Revista de Filosofia,HYBRIS,07188382,0.1,0.2
19824,Ilahiyat Studies-A Journal on Islamic and Religious Studies,ILAH STUD,13091786,0.1,0.2
19824,Ilahiyat Studies-A Journal on Islamic and Religious Studies,ILAH STUD,13091719,0.1,0.2
19825,Imagerie de la Femme,IMAG FEMME,17769817,0.1,0.2
19825,Imagerie de la Femme,IMAG FEMME,22148485,0.1,0.2
19826,Impossibilia-Revista Internacional de Estudios Literarios,IMPOSSIBILIA,21742464,0.1,0.2
19827,Information and Communication Technology in Musical Field,INF COMMUN TECHNOL M,20679408,0.1,0.2
19827,Information and Communication Technology in Musical Field,INF COMMUN TECHNOL M,2069654X,0.1,0.2
19828,Interdisciplinary Studies of Literature,INTERDISCIP STUD LIT,25204920,0.1,0.2
19828,Interdisciplinary Studies of Literature,INTERDISCIP STUD LIT,26164566,0.1,0.2
19829,Interlitteraria,INTERLITTERARIA,14060701,0.1,0.2
19829,Interlitteraria,INTERLITTERARIA,22284729,0.1,0.2
19830,International Journal of Biomedicine,INT J BIOMED,21580510,0.1,0.2
19830,International Journal of Biomedicine,INT J BIOMED,21580529,0.1,0.2
19831,International Journal of Hepatobiliary and Pancreatic Diseases,INT J HEPATOBILIARY,22309012,0.1,0.2
19832,International Journal of Mathematics and Physics,INT J MATH PHYS-KAZA,22187987,0.1,0.2
19832,International Journal of Mathematics and Physics,INT J MATH PHYS-KAZA,24095508,0.1,0.2
19833,Investigaciones Fenomenologicas,INVESTIG FENOMENOL,18851088,0.1,0.2
19834,Journal fur Mineralstoffwechsel & Muskuloskelettale Erkrankungen,J MINERAL MUSKULOSK,24128260,0.1,0.2
19834,Journal fur Mineralstoffwechsel & Muskuloskelettale Erkrankungen,J MINERAL MUSKULOSK,24128287,0.1,0.2
19835,Journal of Accounting Review,J ACCOUNT REV,10181687,0.1,0.2
19836,Journal of British and Irish Innovative Poetry,J BR IR INNOV POETRY,17582733,0.1,0.2
19836,Journal of British and Irish Innovative Poetry,J BR IR INNOV POETRY,1758972X,0.1,0.2
19837,Journal of College of Sharia and Islamic Studies,J COLL SHAR ISL STUD,23055545,0.1,0.2
19837,Journal of College of Sharia and Islamic Studies,J COLL SHAR ISL STUD,25231715,0.1,0.2
19838,JOURNAL OF DHARMA,J DHARMA,02537222,0.1,0.2
19839,Journal of Illustration,J ILLUS,20520204,0.1,0.2
19839,Journal of Illustration,J ILLUS,20520212,0.1,0.2
19840,Journal of Medieval Religious Cultures,J MEDIEV RELIG CULT,19476566,0.1,0.2
19840,Journal of Medieval Religious Cultures,J MEDIEV RELIG CULT,21539650,0.1,0.2
19841,Journal of Moravian History,J MORAV HIST,19336632,0.1,0.2
19841,Journal of Moravian History,J MORAV HIST,21616310,0.1,0.2
19842,Journal of Pentecostal Theology,J PENTECOSTAL THEOL,09667369,0.1,0.2
19842,Journal of Pentecostal Theology,J PENTECOSTAL THEOL,17455251,0.1,0.2
19843,JOURNAL OF THE WEST,J WEST,00225169,0.1,0.2
19843,JOURNAL OF THE WEST,J WEST,19300115,0.1,0.2
19844,JP Journal of Algebra Number Theory and Applications,JP J ALGEBR NUMBER T,09725555,0.1,0.2
19845,Junctures-The Journal for Thematic Dialogue,JUNCTURES,11765119,0.1,0.2
19845,Junctures-The Journal for Thematic Dialogue,JUNCTURES,11798912,0.1,0.2
19846,KEATS-SHELLEY JOURNAL,KEATS-SHELLEY J,04534387,0.1,0.2
19847,Kriterion-Revista de Filosofia,KRITERION-BELO HORIZ,0100512X,0.1,0.2
19847,Kriterion-Revista de Filosofia,KRITERION-BELO HORIZ,19815336,0.1,0.2
19848,Linha d Agua,LINHA AGUA,01033638,0.1,0.2
19848,Linha d Agua,LINHA AGUA,22364242,0.1,0.2
19849,LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,12103306,0.1,0.2
19849,LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,18059708,0.1,0.2
19850,Literary Imagination,LIT IMAGIN,15239012,0.1,0.2
19850,Literary Imagination,LIT IMAGIN,17526566,0.1,0.2
19851,Marine Intellectual Technologies,MAR INTELLECT TECHNO,20737173,0.1,0.2
19852,Mark Twain Annual,MARK TWAIN ANNU,15530981,0.1,0.2
19852,Mark Twain Annual,MARK TWAIN ANNU,17562597,0.1,0.2
19853,Mathematics and Informatics,MATH INFORM,13102230,0.1,0.2
19853,Mathematics and Informatics,MATH INFORM,13148532,0.1,0.2
19854,Medicni Perspektivi,MED PERSPEKTIVI,23070404,0.1,0.2
19854,Medicni Perspektivi,MED PERSPEKTIVI,27864804,0.1,0.2
19855,Medieval Mystical Theology,MEDIEV MYSTICAL THEO,20465726,0.1,0.2
19855,Medieval Mystical Theology,MEDIEV MYSTICAL THEO,20465734,0.1,0.2
19856,Miscelanea de Estudios Arabes y Hebraicos-Seccion Arabe-Islam,MISC ESTUD ARABES HE,16965868,0.1,0.2
19856,Miscelanea de Estudios Arabes y Hebraicos-Seccion Arabe-Islam,MISC ESTUD ARABES HE,23410906,0.1,0.2
19857,Monteagudo,MONTEAGUDO,05806712,0.1,0.2
19857,Monteagudo,MONTEAGUDO,19896166,0.1,0.2
19858,MUSIKTHEORIE,MUSIKTHEORIE,01774182,0.1,0.2
19859,Muzikoloski Zbornik,MUZIKOLOSKI ZB,0580373X,0.1,0.2
19859,Muzikoloski Zbornik,MUZIKOLOSKI ZB,23504242,0.1,0.2
19860,Nauchnyi Dialog,NAUCH DIALOG,2225756X,0.1,0.2
19860,Nauchnyi Dialog,NAUCH DIALOG,22271295,0.1,0.2
19861,Nauka Televideniya-The Art and Science of Television,NAUKA TELEVIDENIYA,19949529,0.1,0.2
19861,Nauka Televideniya-The Art and Science of Television,NAUKA TELEVIDENIYA,25879782,0.1,0.2
19862,New Armenian Medical Journal,NEW ARMEN MED J,18290825,0.1,0.2
19863,NOTTINGHAM FRENCH STUDIES,NOTTINGHAM FR STUD,00294586,0.1,0.2
19863,NOTTINGHAM FRENCH STUDIES,NOTTINGHAM FR STUD,20477236,0.1,0.2
19864,NOWELE-North-Western European Language Evolution,NOWELE,01088416,0.1,0.2
19864,NOWELE-North-Western European Language Evolution,NOWELE,22129715,0.1,0.2
19865,NTUT Journal of Intellectual Property Law and Management,NTUT J INTELLECT PRO,22266771,0.1,0.2
19866,Osterreichisches Religionspadagogisches Forum,OSTERR RELIG FORUM,10181539,0.1,0.2
19867,PAEDIATRIE UND PAEDOLOGIE,PADIATR PADOL,00309338,0.1,0.2
19867,PAEDIATRIE UND PAEDOLOGIE,PADIATR PADOL,16137558,0.1,0.2
19868,Pennsylvania History-A Journal of Mid-Atlantic Studies,PA HIST,00314528,0.1,0.2
19868,Pennsylvania History-A Journal of Mid-Atlantic Studies,PA HIST,21532109,0.1,0.2
19869,Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,PHILOBIBLON,12247448,0.1,0.2
19869,Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,PHILOBIBLON,22478442,0.1,0.2
19870,Problemos,PROBLEMOS,13921126,0.1,0.2
19870,Problemos,PROBLEMOS,24246158,0.1,0.2
19871,Proceedings of the National Academy of Sciences of Belarus-Agrarian Series,P NATL A SCI BEL AGR,18177204,0.1,0.2
19871,Proceedings of the National Academy of Sciences of Belarus-Agrarian Series,P NATL A SCI BEL AGR,18177239,0.1,0.2
19872,Prometeica-Revista de Filosofia y Ciencias,PROMETEICA,18529488,0.1,0.2
19873,PROOFTEXTS-A JOURNAL OF JEWISH LITERARY HISTORY,PROOFTEXTS,02729601,0.1,0.2
19873,PROOFTEXTS-A JOURNAL OF JEWISH LITERARY HISTORY,PROOFTEXTS,10863311,0.1,0.2
19874,Res Rhetorica,RES RHETOR,23923113,0.1,0.2
19875,REVIEWS IN AMERICAN HISTORY,REV AM HIST,00487511,0.1,0.2
19875,REVIEWS IN AMERICAN HISTORY,REV AM HIST,10806628,0.1,0.2
19876,Revista Colombiana de Bioetica,REV COLOMB BIOET,19006896,0.1,0.2
19876,Revista Colombiana de Bioetica,REV COLOMB BIOET,25909452,0.1,0.2
19877,Revista Cubana de Ingenieria,REV CUBA ING,22231781,0.1,0.2
19878,Revista de Etnografie si Folclor-Journal of Ethnography and Folklore,REV ETNOGR FOLC,00348198,0.1,0.2
19879,Revista de Filosofia Aurora,REV FILOS AURORA,29651557,0.1,0.2
19879,Revista de Filosofia Aurora,REV FILOS AURORA,29651565,0.1,0.2
19880,Revista ENIAC Pesquisa,REV ENIAC PESQ,23162341,0.1,0.2
19881,Revista Geoaraguaia,REV GEOARAGUAIA,1809094X,0.1,0.2
19881,Revista Geoaraguaia,REV GEOARAGUAIA,22369716,0.1,0.2
19882,Revista Ibero-Americana de Ciencia da Informacao,REV IBERI-AM CIENC I,19835213,0.1,0.2
19883,Revista La Propiedad Inmaterial,REV PROP INMATER,16571959,0.1,0.2
19883,Revista La Propiedad Inmaterial,REV PROP INMATER,23462116,0.1,0.2
19884,Revista Medica de Rosario,REV MED ROSARIO,03275019,0.1,0.2
19884,Revista Medica de Rosario,REV MED ROSARIO,18512135,0.1,0.2
19885,Revista Praxis Educacional,REV PRAX EDUC,18090249,0.1,0.2
19885,Revista Praxis Educacional,REV PRAX EDUC,21782679,0.1,0.2
19886,Revista Virtual de Estudos da Linguagem-ReVEL,REV VIRTUAL ESTUD LI,16788931,0.1,0.2
19887,Revue des Mondes Musulmans et de la Mediterranee,REV MONDES MUSULMANS,09971327,0.1,0.2
19887,Revue des Mondes Musulmans et de la Mediterranee,REV MONDES MUSULMANS,21052271,0.1,0.2
19888,Revue Internationale de Geomatique,REV INT GEOMAT,12605875,0.1,0.2
19888,Revue Internationale de Geomatique,REV INT GEOMAT,21167060,0.1,0.2
19889,Rijksmuseum Bulletin,RIJKSMUS BULL,18778127,0.1,0.2
19890,RUSSIAN HISTORY-HISTOIRE RUSSE,RUSS HIST-HIST RUSS,0094288X,0.1,0.2
19891,RUSSKAIA LITERATURA,RUSS LITERATURA,01316095,0.1,0.2
19892,SAECULUM,SAECULUM,00805319,0.1,0.2
19892,SAECULUM,SAECULUM,21944075,0.1,0.2
19893,SAMPE JOURNAL,SAMPE J,00911062,0.1,0.2
19894,SEDERI-Yearbook of the Spanish and Portuguese Society for English Renaissance Studies,SEDERI,11357789,0.1,0.2
19895,Sibirskii Filologicheskii Zhurnal,SIB FILOL ZHURNAL,18137083,0.1,0.2
19896,Sociedades Precapitalistas,SOC PRECAPITALISTAS,22505121,0.1,0.2
19897,SOUTHWESTERN HISTORICAL QUARTERLY,SOUTHWEST HIST QUART,0038478X,0.1,0.2
19897,SOUTHWESTERN HISTORICAL QUARTERLY,SOUTHWEST HIST QUART,15589560,0.1,0.2
19898,Studia Litterarum,STUD LITTERARUM-RUSS,25004247,0.1,0.2
19898,Studia Litterarum,STUD LITTERARUM-RUSS,25418564,0.1,0.2
19899,Studia Warminskie,STUD WARM,01376624,0.1,0.2
19900,Studies in Musical Theatre,STUD MUSICAL THEATRE,17503159,0.1,0.2
19900,Studies in Musical Theatre,STUD MUSICAL THEATRE,17503167,0.1,0.2
19901,Sun Yat-sen Journal of Humanities,SUN YAT-SEN J HUMANI,10243631,0.1,0.2
19902,Taida Journal of Art History,TAIDA J ART HIST,10232095,0.1,0.2
19903,Taller de Letras,TALLER LET,07160798,0.1,0.2
19904,Teaching of Mathematics,TEACH MATH-SERB,14514966,0.1,0.2
19904,Teaching of Mathematics,TEACH MATH-SERB,24061077,0.1,0.2
19905,Territoire en Mouvement,TERRIT MOUVEMENT,19544863,0.1,0.2
19905,Territoire en Mouvement,TERRIT MOUVEMENT,19505698,0.1,0.2
19906,Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology,TOMSK ZH LINGVIST AN,23076119,0.1,0.2
19907,Trabajos y comunicaciones,TRAB COMUN,0325173X,0.1,0.2
19907,Trabajos y comunicaciones,TRAB COMUN,23468971,0.1,0.2
19908,Transactions of the Korean Society of Mechanical Engineers B,T KOR SOC MEC ENG B,12264881,0.1,0.2
19909,Vestnik Drevnei Istorii-Journal of Ancient History,VESTN DREVNEI ISTOR,03210391,0.1,0.2
19910,Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science,VESTN TOMSK GOS U-UP,19988605,0.1,0.2
19910,Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science,VESTN TOMSK GOS U-UP,23112085,0.1,0.2
19911,Visnyk NTUU KPI Seriia-Radiotekhnika Radioaparatobuduvannia,VISNYK NTUU KPI SER-,23100389,0.1,0.2
19912,WasserWirtschaft,WASSERWIRTSCHAFT,00430978,0.1,0.2
19912,WasserWirtschaft,WASSERWIRTSCHAFT,21928762,0.1,0.2
19913,Western Journal of Legal Studies,WEST J LEG STUD,19279132,0.1,0.2
19914,ZEITSCHRIFT FUR SLAWISTIK,Z SLAWISTIK,00443506,0.1,0.2
19915,Zhurnal Frontirnykh Issledovanii-Journal of Frontier Studies,ZH FRONTIRNYKH ISSLE,25000225,0.1,0.2
19916,ZKG INTERNATIONAL,ZKG INT,23661313,0.1,0.2
19917,Academy Review,ACAD REV,20745354,0,0.2
19917,Academy Review,ACAD REV,25229745,0,0.2
19918,Anadolu Arastirmalari-Anatolian Research,ANA ARAST-ANATOL RES,05699746,0,0.2
19918,Anadolu Arastirmalari-Anatolian Research,ANA ARAST-ANATOL RES,2667629X,0,0.2
19919,Architectural Theory Review,ARCHIT THEORY REV,13264826,0,0.2
19919,Architectural Theory Review,ARCHIT THEORY REV,17550475,0,0.2
19920,Asia-Pacific Language Variation,ASIA-PAC LANG VAR,22151354,0,0.2
19920,Asia-Pacific Language Variation,ASIA-PAC LANG VAR,22151362,0,0.2
19921,Bratislava Law Review,BRATISLAVA LAW REV,25857088,0,0.2
19921,Bratislava Law Review,BRATISLAVA LAW REV,26446359,0,0.2
19922,Cabas,CABAS,19895909,0,0.2
19923,Christian Education Journal,CHRIST EDUC J,07398913,0,0.2
19923,Christian Education Journal,CHRIST EDUC J,2378525X,0,0.2
19924,Contaduria Universidad de Antioquia,CONTAD U ANTIOQUIA,01204203,0,0.2
19924,Contaduria Universidad de Antioquia,CONTAD U ANTIOQUIA,25904604,0,0.2
19925,Eminak,EMINAK,19984634,0,0.2
19925,Eminak,EMINAK,27080226,0,0.2
19926,Erudition and the Republic of Letters,ERUDITION REPUB LETT,24055050,0,0.2
19926,Erudition and the Republic of Letters,ERUDITION REPUB LETT,24055069,0,0.2
19927,European Journal of Comparative Law and Governance,EUR J COMP LAW GOV,22134506,0,0.2
19927,European Journal of Comparative Law and Governance,EUR J COMP LAW GOV,22134514,0,0.2
19928,GREEK ROMAN AND BYZANTINE STUDIES,GREEK ROMAN BYZANTIN,00173916,0,0.2
19928,GREEK ROMAN AND BYZANTINE STUDIES,GREEK ROMAN BYZANTIN,21593159,0,0.2
19929,History of science and technology,HIST SCI TECH,24157422,0,0.2
19929,History of science and technology,HIST SCI TECH,24157430,0,0.2
19930,Iberian Journal of the History of Economic Thought,IBER J HIST ECON TH,23865768,0,0.2
19931,Ijaz Arabi Journal of Arabic Learning,IJAZ ARABI J ARAB LE,26205912,0,0.2
19931,Ijaz Arabi Journal of Arabic Learning,IJAZ ARABI J ARAB LE,26205947,0,0.2
19932,Indian Journal of Paediatric Dermatology,INDIAN J PAEDIATR DE,23197250,0,0.2
19932,Indian Journal of Paediatric Dermatology,INDIAN J PAEDIATR DE,23197269,0,0.2
19933,Indian Journal of Transplantation,INDIAN J TRANSPLANT,22120017,0,0.2
19933,Indian Journal of Transplantation,INDIAN J TRANSPLANT,22120025,0,0.2
19934,Interdisciplinaria Archaeologica-Natural Sciences in Archaeology,INTERDISCIP ARCHAEOL,1804848X,0,0.2
19934,Interdisciplinaria Archaeologica-Natural Sciences in Archaeology,INTERDISCIP ARCHAEOL,23361220,0,0.2
19935,Interiors-Design Architecture Culture,INTERIORS,20419112,0,0.2
19935,Interiors-Design Architecture Culture,INTERIORS,20419120,0,0.2
19936,International Journal of Noncommunicable Diseases,INT J NONCOMMUN DIS,24688827,0,0.2
19936,International Journal of Noncommunicable Diseases,INT J NONCOMMUN DIS,24688835,0,0.2
19937,International Journal of Teacher Education and Professional Development,INT J TEACH EDUC PRO,25724878,0,0.2
19937,International Journal of Teacher Education and Professional Development,INT J TEACH EDUC PRO,2572486X,0,0.2
19938,Involve; a journal of mathematics,INVOLVE,19444176,0,0.2
19938,Involve; a journal of mathematics,INVOLVE,19444184,0,0.2
19939,Istanbul Iktisat Dergisi-Istanbul Journal of Economics,ISTANBUL J ECON,26024152,0,0.2
19939,Istanbul Iktisat Dergisi-Istanbul Journal of Economics,ISTANBUL J ECON,26023954,0,0.2
19940,Jahrbuch Fur Wirtschaftsgeschichte,JB WIRTSCHAFTSGESCHI,00752800,0,0.2
19940,Jahrbuch Fur Wirtschaftsgeschichte,JB WIRTSCHAFTSGESCHI,21966842,0,0.2
19941,Journal of Clinical Sciences,J CLIN SCI,24686859,0,0.2
19941,Journal of Clinical Sciences,J CLIN SCI,24087408,0,0.2
19942,Journal of Historical Sociolinguistics,J HIST SOCIOLINGUIST,21992894,0,0.2
19942,Journal of Historical Sociolinguistics,J HIST SOCIOLINGUIST,21992908,0,0.2
19943,Journal of Horticultural Sciences,J HORTIC SCI-INDIA,0973354X,0,0.2
19943,Journal of Horticultural Sciences,J HORTIC SCI-INDIA,25824899,0,0.2
19944,Journal of Latin Linguistics,J LAT LINGUIST,21948739,0,0.2
19944,Journal of Latin Linguistics,J LAT LINGUIST,21948747,0,0.2
19945,Journal of Mathematics Mechanics and Computer Science,J MATH MECH COMPUT S,15630277,0,0.2
19945,Journal of Mathematics Mechanics and Computer Science,J MATH MECH COMPUT S,26174871,0,0.2
19946,Journal of Migration History,J MIGRATION HIST,23519916,0,0.2
19946,Journal of Migration History,J MIGRATION HIST,23519924,0,0.2
19947,Journal of Neuroanaesthesiology and Critical Care,J NEUROANAESTH CRIT,23480548,0,0.2
19947,Journal of Neuroanaesthesiology and Critical Care,J NEUROANAESTH CRIT,2348926X,0,0.2
19948,Journal of Obstetric Anaesthesia and Critical Care,J OBSTET ANAESTH CRI,22494472,0,0.2
19948,Journal of Obstetric Anaesthesia and Critical Care,J OBSTET ANAESTH CRI,22499539,0,0.2
19949,Journal of Psychosocial Studies,J PSYCHOSOCIAL STUD,14786737,0,0.2
19950,Journal of the International Clinical Dental Research Organization,J INT CLIN DENT RES,22310754,0,0.2
19950,Journal of the International Clinical Dental Research Organization,J INT CLIN DENT RES,22315357,0,0.2
19951,Journal of the Practice of Cardiovascular Sciences,J PRACT CARDIOVASC S,23955414,0,0.2
19951,Journal of the Practice of Cardiovascular Sciences,J PRACT CARDIOVASC S,24542830,0,0.2
19952,Kierkegaard Studies Yearbook,KIERKEGA STUD YEAR,14305372,0,0.2
19952,Kierkegaard Studies Yearbook,KIERKEGA STUD YEAR,16129792,0,0.2
19953,Lingua Italiana,LING ITAL,17249074,0,0.2
19953,Lingua Italiana,LING ITAL,18268080,0,0.2
19954,Muzikologija-Musicology,MUZIKOL-MUSICOL,14509814,0,0.2
19954,Muzikologija-Musicology,MUZIKOL-MUSICOL,24060976,0,0.2
19955,Nigerian Journal of Basic and Clinical Sciences,NIGERIAN J BASIC CLI,03318540,0,0.2
19955,Nigerian Journal of Basic and Clinical Sciences,NIGERIAN J BASIC CLI,2320477X,0,0.2
19956,NORTHERN HISTORY,NORTHERN HIST,0078172X,0,0.2
19956,NORTHERN HISTORY,NORTHERN HIST,17458706,0,0.2
19957,NOVITATES CARIBAEA,NOVIT CARIBAEA,20719841,0,0.2
19957,NOVITATES CARIBAEA,NOVIT CARIBAEA,20790139,0,0.2
19958,Otolaryngology Case Reports,OTOLARYNG CASE REP,24685488,0,0.2
19959,PARIS REVIEW,PARIS REV,00312037,0,0.2
19960,Pielegniarstwo XXI Wieku-Nursing in the 21 Century,PIELEGNIAR XXI WIEKU,17301912,0,0.2
19960,Pielegniarstwo XXI Wieku-Nursing in the 21 Century,PIELEGNIAR XXI WIEKU,2450646X,0,0.2
19961,Recent Contributions to Physics,RECENT CONTRIB PHYS,15630315,0,0.2
19961,Recent Contributions to Physics,RECENT CONTRIB PHYS,26632276,0,0.2
19962,Research in Cardiovascular Medicine,RES CARDIOVASC MED,22519572,0,0.2
19962,Research in Cardiovascular Medicine,RES CARDIOVASC MED,22519580,0,0.2
19963,Review of European and Comparative Law,REV EUR COMP LAW,2545384X,0,0.2
19964,Romanic Review,ROMANIC REV,00358118,0,0.2
19964,Romanic Review,ROMANIC REV,26885220,0,0.2
19965,Studi Pasoliniani-Rivista Internazionale,STUDI PASOLINIANI,1972473X,0,0.2
19965,Studi Pasoliniani-Rivista Internazionale,STUDI PASOLINIANI,19733232,0,0.2
19966,Textus,TEXTUS-JERUSALEM,00823767,0,0.2
19966,Textus,TEXTUS-JERUSALEM,2589255X,0,0.2
19967,Vox Patrum,VOX PATRUM,08609411,0,0.2
19967,Vox Patrum,VOX PATRUM,27193586,0,0.2
19968,Vulcan,VULCAN,2213459X,0,0.2
19968,Vulcan,VULCAN,22134603,0,0.2
19969,Journal of Chinese Cinemas,J CHINESE CINEMAS,17508061,0.9,0.1
19969,Journal of Chinese Cinemas,J CHINESE CINEMAS,1750807X,0.9,0.1
19970,Journal of Law Finance and Accounting,J LAW FINANC ACCOUNT,23805005,0.9,0.1
19970,Journal of Law Finance and Accounting,J LAW FINANC ACCOUNT,23805013,0.9,0.1
19971,Canadian Journal of Women and the Law,CAN J WOMEN LAW,08328781,0.7,0.1
19971,Canadian Journal of Women and the Law,CAN J WOMEN LAW,19110235,0.7,0.1
19972,International Journal of English Studies,INT J ENGL STUD,15787044,0.6,0.1
19972,International Journal of English Studies,INT J ENGL STUD,19896131,0.6,0.1
19973,NEW ZEALAND JOURNAL OF PSYCHOLOGY,NEW ZEAL J PSYCHOL,0112109X,0.6,0.1
19973,NEW ZEALAND JOURNAL OF PSYCHOLOGY,NEW ZEAL J PSYCHOL,11797924,0.6,0.1
19974,AMERICAN IMAGO,AM IMAGO,0065860X,0.5,0.1
19974,AMERICAN IMAGO,AM IMAGO,10857931,0.5,0.1
19975,Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,ANN U PAEDAG ST MATH,2081545X,0.5,0.1
19975,Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,ANN U PAEDAG ST MATH,2300133X,0.5,0.1
19976,Catrina-The International Journal of Environmental Sciences,CATRINA,16875052,0.5,0.1
19976,Catrina-The International Journal of Environmental Sciences,CATRINA,20902786,0.5,0.1
19977,Chinese Historical Review,CHIN HIST REV,1547402X,0.5,0.1
19977,Chinese Historical Review,CHIN HIST REV,20487827,0.5,0.1
19978,International Journal of Emergency Management,INT J EMERG MANAG,14714825,0.5,0.1
19978,International Journal of Emergency Management,INT J EMERG MANAG,17415071,0.5,0.1
19979,Journal for Early Modern Cultural Studies,J EARLY MOD CULT STU,15310485,0.5,0.1
19979,Journal for Early Modern Cultural Studies,J EARLY MOD CULT STU,15533786,0.5,0.1
19980,Journal of Posthuman Studies-Philosophy Technology Media,J POSTHUMAN STUD,24724513,0.5,0.1
19980,Journal of Posthuman Studies-Philosophy Technology Media,J POSTHUMAN STUD,24714461,0.5,0.1
19981,Journal of Scottish Historical Studies,J SCOTT HIST STUD,1748538X,0.5,0.1
19981,Journal of Scottish Historical Studies,J SCOTT HIST STUD,17551749,0.5,0.1
19982,Northern Review,NORTH REV,08200300,0.5,0.1
19983,Parallax,PARALLAX,13534645,0.5,0.1
19983,Parallax,PARALLAX,1460700X,0.5,0.1
19984,Transplant Research and Risk Management,TRANSPL RES RISK MAN,11791616,0.5,0.1
19985,Al-Shajarah,AL-SHAJARAH,13946870,0.4,0.1
19986,CAMERA OBSCURA,CAMERA OBSCURA,02705346,0.4,0.1
19986,CAMERA OBSCURA,CAMERA OBSCURA,15291510,0.4,0.1
19987,Comunicacio-Revista de Recerca i d Analisi,COMUNICACIO,20140304,0.4,0.1
19987,Comunicacio-Revista de Recerca i d Analisi,COMUNICACIO,20140444,0.4,0.1
19988,English in Australia,ENGL AUST,01552147,0.4,0.1
19989,Experiment-A Journal of Russian Culture,EXPERIMENT,10844945,0.4,0.1
19989,Experiment-A Journal of Russian Culture,EXPERIMENT,2211730X,0.4,0.1
19990,GREAT PLAINS QUARTERLY,GREAT PLAINS QUART,02757664,0.4,0.1
19990,GREAT PLAINS QUARTERLY,GREAT PLAINS QUART,23335092,0.4,0.1
